Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
pileup format	operating system	computer science, artificial intelligence, operating system, programming language, database	3.0	3.0	0.0	1.0	1.0
datafication	big data	computer science, knowledge management, social media, data science, artificial intelligence	21.0	21.0	0.0	0.0	0.3333333333333333
exploration problem	robot	artificial intelligence, computer science, mobile robot, motion planning, machine learning	9.0	9.0	0.0	0.0	1.0
international meeting on computational intelligence methods for bioinformatics and biostatistics	machine learning	computer science, artificial intelligence, machine learning, deep learning, data science	3.0	3.0	0.0	1.0	1.0
syncword	frame synchronization, sync	channel, operating system, synchronization, computer hardware, computer network	17.0	17.0	0.0	0.0	0.6666666666666666
collostructional analysis	verb, corpus linguistics	artificial intelligence, syntax, grammar, verb, modal verb	9.5	9.5	0.0	0.0	0.75
provider backbone bridge traffic engineering	ieee 802 11	connection oriented ethernet, computer network, ethernet over sdh, metro ethernet, multiprotocol label switching	114.0	114.0	0.0	0.0	0.08333333333333333
telephone signaling interface	telecommunications	telecommunications, telephone switchboard, dual tone multi frequency signaling, class 5 telephone switch, operating system	1.0	1.0	1.0	1.0	1.0
bully victim	human factors and ergonomics	human factors and ergonomics, suicide attempt, suicide risk, suicidal ideation, victimology	1.0	1.0	1.0	1.0	1.0
non adjacent form	elliptic curve cryptography, cryptosystem	elliptic curve cryptography, cryptosystem, algorithm, cryptography, discrete logarithm	1.0	1.0	1.0	1.0	1.0
inherent bad faith model	artificial intelligence	artificial intelligence, computer science, machine learning, ontology, cybernetics	1.0	1.0	1.0	1.0	1.0
reliable server pooling	server, failover, redundancy, the internet	operating system, computer network, real time computing, distributed computing, cloud computing	95.5	95.5	0.0	0.0	0.403030303030303
hip revision arthroplasty	prosthesis	prosthesis, nasal prosthesis, robotic surgery, maxillofacial prosthesis, mallet finger	1.0	1.0	1.0	1.0	1.0
plastic clad silica fiber	graded index fiber, dispersion shifted fiber, plastic optical fiber	plastic optical fiber, optical fiber, composite number, fiber optic sensor, fiber optic splitter	4.0	4.0	0.3333333333333333	0.3333333333333333	1.0
half rate	gsm, channel	telecommunications, operating system, channel, bandwidth, bit error rate	41.0	41.0	0.0	0.5	0.5625
software maintainer	programming language, operating system	operating system, computer science, programming language, artificial intelligence, point of delivery	1.5	1.5	0.5	1.0	1.0
citation graph	citation analysis	information retrieval, data mining, computer science, artificial intelligence, search engine indexing	18.0	18.0	0.0	0.0	0.5
backhoe loader	artificial intelligence	operating system, artificial intelligence, robot, simulation, computer hardware	2.0	2.0	0.0	1.0	1.0
chaos communications	synchronization of chaos, keying	channel, telecommunications, synchronization, bit error rate, modulation	22.0	22.0	0.0	0.0	0.41666666666666663
participatory modeling	citizen journalism	knowledge management, artificial intelligence, computer science, organizational engineering, cybernetics	65.0	65.0	0.0	0.0	0.14285714285714285
radiology pacs	picture archiving and communication system	telecommunications, computer science, operating system, computer hardware, library science	28.0	28.0	0.0	0.0	0.3333333333333333
software distribution	software construction, component based software engineering	operating system, computer science, software, real time computing, programming language	28.5	28.5	0.0	0.0	0.29166666666666663
line chart	visualization	computer science, operating system, programming language, artificial intelligence, database	20.0	20.0	0.0	0.0	0.5
pyriglena leucoptera	forest fragmentation	panama, habitat fragmentation, forest fragmentation, fragmentation, streams	3.0	3.0	0.0	1.0	1.0
ndpmon	computer network, computer security	operating system, computer network, internet protocol suite, internet protocol control protocol, computer security	3.0	3.0	0.0	0.5	1.0
fraudulent transaction	database transaction	computer security, payment, database transaction, operating system, computer science	3.0	3.0	0.0	1.0	1.0
algebraic interior	linear programming	artificial intelligence, support vector machine, pattern recognition, machine learning, kernel	277.0	277.0	0.0	0.0	0.03571428571428571
positive organizational behavior	organizational commitment, organizational behavior	organizational commitment, knowledge management, artificial intelligence, organizational learning, structural equation modeling	77.0	77.0	0.5	0.5	0.53125
knowledge based configuration	knowledge base	software engineering, artificial intelligence, computer science, operating system, programming language	78.0	78.0	0.0	0.0	0.125
multivariate mutual information	pointwise mutual information, conditional mutual information	artificial intelligence, machine learning, pattern recognition, computer science, mutual information	169.0	169.0	0.0	0.0	0.06628787878787878
committed information rate	dynamic bandwidth allocation, code rate, bandwidth management	network congestion, burst switching, network packet, tcp global synchronization, queueing theory	394.3333333333333	394.3333333333333	0.0	0.0	0.03651065449010654
anomalous trichromacy	dichromacy	color vision, colour vision, trichromacy, artificial intelligence, luminance	11.0	11.0	0.0	0.0	0.5
german standard german	grammar, lexicon	diphthong, sociolinguistics of sign languages, vowel, english based creole languages, contrastive linguistics	81.0	81.0	0.0	0.0	0.53125
moving walk	artificial intelligence, computer vision, simulation	operating system, artificial intelligence, simulation, computer hardware, embedded system	2.6666666666666665	2.6666666666666665	0.0	0.6666666666666666	1.0
three valued logic	algorithm	artificial intelligence, programming language, fuzzy logic, computer science, theoretical computer science	6.0	6.0	0.0	0.0	1.0
sulcascaris sulcata	turtle	leech, glossiphoniidae, turtle, chelydra, turtle	3.0	3.0	0.0	1.0	1.0
integrated automated fingerprint identification system	automated fingerprint identification	biometrics, computer science, fingerprint, artificial intelligence, information retrieval	190.0	190.0	0.0	0.0	0.05263157894736842
2 1 2d	artificial intelligence, computer vision	artificial intelligence, computer vision, computer science, operating system, robot	1.0	1.0	1.0	1.0	1.0
horn schunck method	optical flow	artificial intelligence, computer vision, computer science, pattern recognition, operating system	20.0	20.0	0.0	0.0	0.5
dataflow programming	dataflow, programming paradigm, software	programming language, compiler, operating system, programming paradigm, computer science	108.0	108.0	0.0	0.0	0.6770833333333334
syntax directed translation	syntax, semantics, parsing, rule based machine translation, compiler	programming language, parsing, l attributed grammar, artificial intelligence, procedural programming	5.6	5.6	0.0	0.2	1.0
professional audio	multimedia	operating system, audio signal flow, computer hardware, telecommunications, digital audio	6.0	6.0	0.0	0.0	1.0
normal interictal eeg	ictal	electroencephalography, ictal, eeg fmri, magnetoencephalography, burst suppression	2.0	2.0	0.0	1.0	1.0
music informatics	computer music	artificial intelligence, computer science, multimedia, speech recognition, human computer interaction	45.0	45.0	0.0	0.0	0.2
sailmail	telecommunications, computer network	telecommunications, operating system, artificial intelligence, embedded system, computer network	2.5	2.5	0.5	0.5	1.0
multitree	pattern recognition, artificial intelligence	artificial intelligence, computer science, operating system, distributed computing, computer network	62.0	62.0	0.5	0.5	0.5384615384615384
extraposition	syntax	syntax, grammar, verb, modal verb, relative clause	1.0	1.0	1.0	1.0	1.0
xputer	source code, co design	computer science, computer architecture, operating system, programming language, parallel computing	927.0	927.0	0.0	0.0	0.16939890710382513
newey west estimator	total least squares, linear least squares	linear regression, regression analysis, autoregressive integrated moving average, least squares, time series	27.5	27.5	0.0	0.0	0.6
distance measures	pattern recognition, artificial intelligence, machine learning	artificial intelligence, pattern recognition, machine learning, cluster analysis, support vector machine	1.0	1.0	1.0	1.0	1.0
software lockout	multiprocessing	parallel computing, shared memory, operating system, real time computing, thread	8.0	8.0	0.0	0.0	1.0
simulation based acquisition	modeling and simulation	computer science, software engineering, simulation, software development, software quality	65.0	65.0	0.0	0.0	0.14285714285714285
phono semantic matching	lexicon	artificial intelligence, natural language processing, grammar, noun, syntax	27.0	27.0	0.0	0.0	0.3333333333333333
d shape	artificial intelligence, computer vision	artificial intelligence, computer science, operating system, telecommunications, programming language	8.0	8.0	0.5	0.5	0.75
inverted index	search engine indexing	information retrieval, database, web query classification, search engine indexing, query by example	4.0	4.0	0.0	0.0	1.0
rtx2010	programming language, operating system	embedded system, microcontroller, system on a chip, field programmable gate array, microprocessor	98.0	98.0	0.0	0.0	0.5263157894736842
chthonian planet	kepler 69c, rogue planet, gas giant, giant planet, planetary migration, planetary mass	operating system, artificial intelligence, kepler 69c, stars, planetary migration	15.666666666666666	15.666666666666666	0.0	0.16666666666666666	0.7738095238095237
face injury	human factors and ergonomics	human factors and ergonomics, prosthesis, robotic surgery, suicide attempt, suicide risk	1.0	1.0	1.0	1.0	1.0
locale	locale	operating system, parallel computing, programming language, distributed computing, computer science	2841.0	2841.0	0.0	0.0	0.0035087719298245615
linear search	information retrieval, artificial intelligence	artificial intelligence, computer science, machine learning, algorithm, data mining	7.0	7.0	0.5	0.5	0.75
extraterrestrial liquid water	circumstellar habitable zone	kepler 69c, exoplanet, planetary mass, circumstellar habitable zone, planetary system	4.0	4.0	0.0	0.0	1.0
multivariate stable distribution	normal wishart distribution	multivariate normal distribution, generalized linear model, regression analysis, bayesian linear regression, linear regression	14.0	14.0	0.0	0.0	0.5
printed circuit board milling	embedded system	computer hardware, embedded system, operating system, artificial intelligence, printed circuit board	2.0	2.0	0.0	1.0	1.0
tree view	data mining, database, world wide web	database, computer science, programming language, artificial intelligence, operating system	4.333333333333333	4.333333333333333	0.3333333333333333	0.3333333333333333	1.0
actor based concurrent language	programming language	programming language, lisp, fifth generation programming language, procedural programming, compiler	1.0	1.0	1.0	1.0	1.0
library materials	library science, world wide web	library science, computer science, cataloging, world wide web, operating system	2.0	2.0	0.5	1.0	1.0
proof net	linear logic	programming language, higher order logic, automated theorem proving, zeroth order logic, lambda calculus	40.0	40.0	0.0	0.0	0.25
experimental software engineering	software construction	software development process, software engineering, software development, software quality, software construction	5.0	5.0	0.0	0.0	1.0
spectr h64	computer security	differential cryptanalysis, block cipher, linear cryptanalysis, cryptosystem, elliptic curve cryptography	35.0	35.0	0.0	0.0	0.25
tcp window scale option	tcp acceleration, tcp tuning, zeta tcp, tcp global synchronization, tcp friendly rate control	operating system, computer network, tcp friendly rate control, tcp tuning, network packet	12.8	12.8	0.0	0.4	0.8400000000000001
puppigerus	cheloniidae	turtle, turtle, chelidae, trionychidae, podocnemididae	14.0	14.0	0.0	0.0	0.5
best coding practices	software development process, software construction, requirement	software development process, software engineering, software quality, computer science, software construction	13.0	13.0	0.3333333333333333	0.3333333333333333	0.75
neural gas	time delay neural network, deep learning, recurrent neural network	artificial intelligence, unsupervised learning, deep learning, artificial neural network, pattern recognition	14.333333333333334	14.333333333333334	0.0	0.3333333333333333	0.611111111111111
red peppers	pepper	pepper, pear, curry, volatile, arboriculture	1.0	1.0	1.0	1.0	1.0
aspect oriented software development	software development process, software construction, component based software engineering	software engineering, unified modeling language, software development process, component based software engineering, applications of uml	3.6666666666666665	3.6666666666666665	0.0	0.6666666666666666	1.0
prova	artificial intelligence, programming language	artificial intelligence, programming language, computer science, operator, operating system	1.0	1.0	1.0	1.0	1.0
branch predictor	real time computing, parallel computing, operating system	parallel computing, computer science, operating system, real time computing, computer architecture	1.6666666666666667	1.6666666666666667	0.3333333333333333	1.0	1.0
extranet	intranet	computer network, customer service assurance, operating system, computer science, service provider	336.0	336.0	0.0	0.0	0.029411764705882353
computation in the limit	programming language, algorithm	super recursive algorithm, programming language, probabilistic turing machine, artificial intelligence, nspace	5.0	5.0	0.0	0.5	1.0
shadow mask	computer graphics images	artificial intelligence, computer hardware, computer vision, operating system, computer graphics images	5.0	5.0	0.0	0.0	1.0
calculus of constructions	simply typed lambda calculus	programming language, higher order logic, simply typed lambda calculus, lambda calculus, denotational semantics	3.0	3.0	0.0	1.0	1.0
self destruct	artificial intelligence	operating system, computer security, computer science, computer hardware, artificial intelligence	5.0	5.0	0.0	0.0	1.0
tetramorium simillimum	tetramorium bicarinatum	ant, myrmecophily, crematogaster, lasius, monomorium	139.0	139.0	0.0	0.0	0.07142857142857142
visual picture quality	coding, data compression, image quality	artificial intelligence, data compression, lossless compression, image compression, computer vision	48.0	48.0	0.0	0.3333333333333333	0.43333333333333335
gender finding	library science	library science, citation, impact factor, social media, citation analysis	1.0	1.0	1.0	1.0	1.0
drop down list	database, operating system, world wide web	operating system, programming language, database, world wide web, identifier	1.6666666666666667	1.6666666666666667	0.3333333333333333	1.0	1.0
user research	user experience design	human computer interaction, multimedia, usability, artificial intelligence, computer science	36.0	36.0	0.0	0.0	0.25
constraint based grammar	grammar	syntax, grammar, generative grammar, semantics, artificial intelligence	2.0	2.0	0.0	1.0	1.0
universal multimedia access	transcoding	multimedia, operating system, uncompressed video, computer network, the internet	90.0	90.0	0.0	0.0	0.1111111111111111
hydropsyche saxonica	hydropsychidae	hydropsychidae, polycentropodidae, streams, aceraceae, philopotamidae	1.0	1.0	1.0	1.0	1.0
shuffle play	digital audio	operating system, computer hardware, telecommunications, computer graphics images, multimedia	16.0	16.0	0.0	0.0	0.5
s 100 bus	computer hardware, operating system	operating system, computer hardware, embedded system, artificial intelligence, computer science	1.0	1.0	1.0	1.0	1.0
acousto optic programmable dispersive filter	femtosecond pulse shaping	pulse, modulation, ultrashort pulse, pulse compression, optical fiber	6.0	6.0	0.0	0.0	1.0
d agapeyeff cipher	computer security	computer science, programming language, two square cipher, algorithm, computer security	5.0	5.0	0.0	0.0	1.0
theta role	syntax, verb	artificial intelligence, programming language, semantics, syntax, verb	4.0	4.0	0.0	0.0	1.0
sql pl	sql, oracle	programming language, database, indexed file, operating system, sql	33.5	33.5	0.0	0.0	0.5714285714285714
alloy analyzer	software engineering, programming language, theoretical computer science	programming language, software engineering, computer science, unified modeling language, software construction	3.0	3.0	0.6666666666666666	0.6666666666666666	1.0
complex gain	channel	artificial intelligence, telecommunications, modulation, channel, delta modulation	4.0	4.0	0.0	0.0	1.0
atbash	algorithm	indian numerals, punctuation, ampersand, programming language, hindu arabic numeral system	21.0	21.0	0.0	0.0	0.3333333333333333
ocular nystagmus	eye movement	eye movement, congenital nystagmus, saccadic masking, vergence, saccade	1.0	1.0	1.0	1.0	1.0
nemenyi test	friedman test	machine learning, regression analysis, linear regression, ranking, imputation	27.0	27.0	0.0	0.0	0.3333333333333333
alpha beta filter	moving horizon estimation	artificial intelligence, extended kalman filter, kalman filter, computer vision, filter	20.0	20.0	0.0	0.0	0.5
social graph	social network	world wide web, artificial intelligence, the internet, social network, computer science	4.0	4.0	0.0	0.0	1.0
fault model	embedded system, real time computing	computer science, real time computing, operating system, fault tolerance, synchronization	6.5	6.5	0.0	0.5	0.75
change data capture	database theory, relational database management system, view, relational model, database model, database schema, entity relationship model	database, online analytical processing, online transaction processing, nosql, data warehouse	102.28571428571429	102.28571428571429	0.0	0.0	0.2681297399342512
tcp pacing	tcp acceleration, tcp tuning, zeta tcp, tcp global synchronization, tcp friendly rate control	slow start, tcp friendly rate control, tcp global synchronization, tcp tuning, zeta tcp	2.2	2.2	0.0	1.0	1.0
digital curation	knowledge management, library science, world wide web	library science, computer science, cataloging, documentation, metadata	8.0	8.0	0.3333333333333333	0.3333333333333333	0.8333333333333334
route filtering	key distribution in wireless sensor networks	enhanced interior gateway routing protocol, routing table, policy based routing, zone routing protocol, computer network	150.0	150.0	0.0	0.0	0.06666666666666667
polyconic projection	map projection	artificial intelligence, projection, computer vision, equirectangular projection, photogrammetry	7.0	7.0	0.0	0.0	1.0
process identifier	real time computing, operating system	operating system, software, real time computing, unix, computer hardware	1.5	1.5	0.5	1.0	1.0
homomorphic signatures for network coding	computer security	computer security, cryptography, computer science, encryption, public key cryptography	1.0	1.0	1.0	1.0	1.0
halfwidth and fullwidth forms	operating system	operating system, unicode font, programming language, artificial intelligence, font	1.0	1.0	1.0	1.0	1.0
bellcrank	lever	sheave, lever, rack, operating system, rope	2.0	2.0	0.0	1.0	1.0
theil sen estimator	simple linear regression	linear regression, regression analysis, artificial intelligence, correlation coefficient, multivariate statistics	98.0	98.0	0.0	0.0	0.1
td scdma	code division multiple access	telecommunications, operating system, artificial intelligence, wireless, telecommunications link	13.0	13.0	0.0	0.0	0.5
regularization by spectral filtering	machine learning	artificial intelligence, support vector machine, wavelet transform, discrete wavelet transform, wavelet packet decomposition	8.0	8.0	0.0	0.0	1.0
video encoded invisible light	operating system, telecommunications	uncompressed video, audio signal flow, telecommunications, operating system, computer hardware	3.0	3.0	0.0	1.0	1.0
khufu and khafre	computer security	computer science, computer security, cryptography, two square cipher, programming language	2.0	2.0	0.0	1.0	1.0
image artifact	artificial intelligence, computer vision	computer vision, artificial intelligence, image quality, iterative reconstruction, image processing	1.0	1.0	1.0	1.0	1.0
t interface	integrated services digital network	operating system, computer hardware, embedded system, computer network, real time computing	84.0	84.0	0.0	0.0	0.1111111111111111
military spectrum management	telecommunications	telecommunications, spectrum management, transmitter, remote radio head, wireless	1.0	1.0	1.0	1.0	1.0
devops	software deployment, software, cloud computing	software development process, software engineering, software development, applications architecture, component based software engineering	28.333333333333332	28.333333333333332	0.0	0.0	0.39999999999999997
place and route	field programmable gate array	field programmable gate array, very large scale integration, logic gate, hardware description language, embedded system	1.0	1.0	1.0	1.0	1.0
internet safety	the internet	the internet, internet privacy, world wide web, social media, multimedia	1.0	1.0	1.0	1.0	1.0
soft heap	binary heap	programming language, tree rotation, merge sort, binary heap, bubble sort	4.0	4.0	0.0	0.0	1.0
mean time to recovery	mean time between failures	mean time between failures, software quality, mean time to repair, fault tolerance, real time computing	1.0	1.0	1.0	1.0	1.0
public data transmission service	telecommunications, computer network	telecommunications, class 5 telephone switch, telephone line, port, computer network	2.5	2.5	0.5	0.5	1.0
multiswitch	antenna	telecommunications, operating system, embedded system, computer hardware, artificial intelligence	10.0	10.0	0.0	0.0	1.0
edge side includes	programming language, world wide web	world wide web, static web page, database, the internet, search engine	42.5	42.5	0.5	0.5	0.5555555555555556
fire alarm system	alarm	alarm, warning system, operating system, computer security, heartbeat	1.0	1.0	1.0	1.0	1.0
conditional perfect	reflexive verb	artificial intelligence, semantics, syntax, sentence, machine learning	72.0	72.0	0.0	0.0	0.125
burmester s theory	artificial intelligence	coordinate system, artificial intelligence, linkage, triangulation, parallel manipulator	2.0	2.0	0.0	1.0	1.0
community informatics	information and communications technology	knowledge management, community of practice, organizational learning, social network, information and communications technology	5.0	5.0	0.0	0.0	1.0
testing vision	artificial intelligence, computer vision	artificial intelligence, computer vision, robot, mobile robot, computer science	1.0	1.0	1.0	1.0	1.0
ccsds file delivery protocol	file transfer, data system, nak	computer network, operating system, network packet, channel, telecommunications	1511.6666666666667	1511.6666666666667	0.0	0.0	0.015979511646208405
tc pam	telecommunications	telecommunications, channel, modulation, multiplexing, transmitter	1.0	1.0	1.0	1.0	1.0
learning automata	artificial intelligence, machine learning	artificial intelligence, computer science, machine learning, artificial neural network, real time computing	1.5	1.5	0.5	1.0	1.0
saccadic movements	saccadic masking	eye movement, saccade, artificial intelligence, saccadic masking, electroencephalography	4.0	4.0	0.0	0.0	1.0
halton sequence	hybrid monte carlo	hybrid monte carlo, monte carlo method in statistical physics, markov chain, convergence tests, markov property	1.0	1.0	1.0	1.0	1.0
non broadcast multiple access network	pragmatic general multicast, multicast address, inter domain, reliable multicast, ip multicast	computer network, distributed computing, network packet, operating system, telecommunications	66.6	66.6	0.0	0.0	0.14634920634920637
texture atlas	texture compression	rendering, artificial intelligence, computer vision, computer graphics images, texture mapping	8.0	8.0	0.0	0.0	1.0
active oberon	oberon	programming language, operating system, java, strictfp, compiler	257.0	257.0	0.0	0.0	0.038461538461538464
flat spline	spline interpolation	artificial intelligence, spline interpolation, computer graphics images, interpolation, computer vision	2.0	2.0	0.0	1.0	1.0
orconectes eupunctus	orconectes neglectus	streams, riffle, hydropsychidae, campostoma, river ecosystem	74.0	74.0	0.0	0.0	0.125
fiat shamir heuristic	computer security, algorithm	algorithm, discrete logarithm, computer science, programming language, cryptography	15.0	15.0	0.5	0.5	0.6666666666666666
idris	programming language	artificial intelligence, operating system, telecommunications, falcon, programming language	5.0	5.0	0.0	0.0	1.0
leaf sensor	wireless sensor network	operating system, cloud computing, computer science, artificial intelligence, wireless sensor network	5.0	5.0	0.0	0.0	1.0
automated auditory brainstem response	otoacoustic emission	intelligibility, loudness, otoacoustic emission, speech recognition, binaural recording	3.0	3.0	0.0	1.0	1.0
intelligent environment	embedded system, human computer interaction, operating system	artificial intelligence, human computer interaction, wearable computer, operating system, computer science	3.6666666666666665	3.6666666666666665	0.0	0.6666666666666666	1.0
cpu card	central processing unit	operating system, computer hardware, embedded system, card reader, computer security	136.0	136.0	0.0	0.0	0.07142857142857142
differential manchester encoding	telecommunications	telecommunications, operating system, computer hardware, channel, computer network	1.0	1.0	1.0	1.0	1.0
ycbcr	color space	color histogram, artificial intelligence, computer vision, color image, color space	5.0	5.0	0.0	0.0	1.0
beginthread	programming language, operating system	operating system, garbage collection, thread, versioning file system, file system fragmentation	5.5	5.5	0.5	0.5	1.0
junction tree algorithm	probabilistic logic, inference, graphical model, bayesian network	artificial intelligence, algorithm, computer science, machine learning, theoretical computer science	176.5	176.5	0.0	0.0	0.3446637426900585
nubus	embedded system, computer hardware, operating system	operating system, programming language, embedded system, computer hardware, software	1.6666666666666667	1.6666666666666667	0.3333333333333333	1.0	1.0
classical chinese grammar	generative grammar	artificial intelligence, grammar, syntax, programming language, natural language processing	9.0	9.0	0.0	0.0	1.0
master boot record	volume boot record	operating system, file control block, unix file types, computer hardware, stub file	14.0	14.0	0.0	0.0	0.5
windowproc	title bar	operating system, programming language, computer science, computer hardware, artificial intelligence	226.0	226.0	0.0	0.0	0.043478260869565216
failure semantics	formal semantics, computational semantics, well founded semantics, denotational semantics	programming language, model checking, petri net, computer science, real time computing	83.25	83.25	0.0	0.0	0.24523809523809523
pulse per second signal	assisted gps	pulse, telecommunications, computer hardware, modulation, waveform	518.0	518.0	0.0	0.0	0.019230769230769232
bidirectional texture function	texture compression	computer vision, texture mapping, image texture, rendering, artificial intelligence	10.0	10.0	0.0	0.0	1.0
digital recording	computer hardware, telecommunications	computer hardware, operating system, telecommunications, artificial intelligence, computer vision	1.5	1.5	0.5	1.0	1.0
http compression	web server	operating system, computer network, computer science, world wide web, the internet	10.0	10.0	0.0	0.0	1.0
dangling modifier	grammar, sentence	artificial intelligence, syntax, programming language, semantics, grammar	5.0	5.0	0.0	0.0	1.0
installment note	payment	operating system, programming language, database transaction, computer science, payment	5.0	5.0	0.0	0.0	1.0
polya urn model	machine learning	artificial intelligence, operating system, computer science, programming language, machine learning	5.0	5.0	0.0	0.0	1.0
secure neighbor discovery	neighbor discovery protocol	computer network, wireless sensor network, network packet, ad hoc wireless distribution service, denial of service attack	487.0	487.0	0.0	0.0	0.02040816326530612
kerria yunnanensis	crematogaster	ant, arboriculture, myrmecophily, aceraceae, paratrechina	8.0	8.0	0.0	0.0	1.0
infinite dimensional holomorphy	c0 semigroup, lp space, approximation property, finite rank operator, interpolation space	banach space, finite rank operator, hilbert space, lp space, interpolation space	4.4	4.4	0.0	0.8	0.9
retroflex consonant	international phonetic alphabet, consonant	vowel, consonant, diphthong, mid vowel, syllable	50.0	50.0	0.0	0.5	0.55
level set	level set method, signed distance function	artificial intelligence, computer science, computer vision, triangulation, programming language	298.5	298.5	0.0	0.0	0.03367003367003367
kerberized internet negotiation of keys	kerberos	computer security, authentication, operating system, challenge handshake authentication protocol, public key certificate	51.0	51.0	0.0	0.0	0.16666666666666666
multipoint relay	ad hoc wireless distribution service, zone routing protocol, destination sequenced distance vector routing	zone routing protocol, destination sequenced distance vector routing, multipath routing, dynamic source routing, link state routing protocol	2.3333333333333335	2.3333333333333335	0.6666666666666666	0.6666666666666666	1.0
opaque predicate	obfuscation, reverse engineering	computer science, computer security, programming language, operating system, cryptography	408.5	408.5	0.0	0.0	0.03293650793650794
speckle masking	speckle imaging, electronic speckle pattern interferometry, speckle noise	computer vision, artificial intelligence, field of view, image resolution, brightness	204.0	204.0	0.0	0.0	0.05870980870980871
operating environment	operating system	operating system, computer science, artificial intelligence, telecommunications, real time computing	1.0	1.0	1.0	1.0	1.0
dial up internet access	class 4 telephone switch	operating system, telecommunications, computer network, internet access, the internet	194.0	194.0	0.0	0.0	0.05
computer security compromised by hardware failure	security information and event management, software security assurance, hardware compatibility list	computer security, operating system, computer science, malware, exploit	50.666666666666664	50.666666666666664	0.0	0.0	0.3055555555555555
phraseology	artificial intelligence	artificial intelligence, grammar, natural language processing, syntax, corpus linguistics	1.0	1.0	1.0	1.0	1.0
3d interaction	virtual reality	artificial intelligence, virtual reality, human computer interaction, user interface, computer vision	2.0	2.0	0.0	1.0	1.0
frame relay	network packet	computer network, telecommunications, operating system, network packet, distributed computing	4.0	4.0	0.0	0.0	1.0
value presentation	database	computer science, knowledge management, artificial intelligence, database, information and communications technology	4.0	4.0	0.0	0.0	1.0
cryptographically generated address	neighbor discovery protocol, mobile ip	computer security, encryption, authentication, key distribution, merkle tree	781.5	781.5	0.0	0.0	0.01838407494145199
stickelberger s theorem	galois cohomology, embedding problem, galois extension, abelian extension, galois module, normal basis	abelian extension, normal basis, galois module, galois cohomology, galois extension	1.3333333333333333	1.3333333333333333	0.8333333333333334	1.0	1.0
castling	artificial intelligence	artificial intelligence, programming language, operating system, computer science, adventure	1.0	1.0	1.0	1.0	1.0
data link control	channel	computer network, operating system, network packet, telecommunications, real time computing	8.0	8.0	0.0	0.0	1.0
fiducial inference	frequentist inference, bayesian statistics	bayesian probability, artificial intelligence, machine learning, bayesian inference, bayesian statistics	6.5	6.5	0.0	0.0	1.0
iec 60870 6	computer network, computer security	operating system, computer network, telecommunications, computer science, interoperability	4.0	4.0	0.0	0.5	1.0
rec 709	computer vision	telecommunications, artificial intelligence, operating system, digital video broadcasting, digital television	7.0	7.0	0.0	0.0	1.0
cornacchia s algorithm	ramer douglas peucker algorithm	spline interpolation, simplex algorithm, linear programming, nonlinear conjugate gradient method, artificial intelligence	21.0	21.0	0.0	0.0	0.3333333333333333
upload	operating system, world wide web	operating system, world wide web, computer science, the internet, artificial intelligence	1.0	1.0	1.0	1.0	1.0
data verification	data mining, database	computer science, database, data mining, operating system, artificial intelligence	2.0	2.0	0.0	1.0	1.0
stochastic screening	halftone	artificial intelligence, computer vision, high color, computer science, operating system	31.0	31.0	0.0	0.0	0.25
affinity mask	win32 thread information block, processor affinity	rate monotonic scheduling, two level scheduling, scheduling, real time computing, parallel computing	306.5	306.5	0.0	0.0	0.032744282744282746
state wide area	information and communications technology	telecommunications, operating system, artificial intelligence, computer science, computer network	6.0	6.0	0.0	0.0	1.0
fiber cable termination	fanout cable	fanout cable, cable gland, printed circuit board, transmission line, telecommunications	1.0	1.0	1.0	1.0	1.0
power nap	real time computing	operating system, latency, real time computing, computer network, computer science	3.0	3.0	0.0	1.0	1.0
online health communities	the internet	knowledge management, social media, information seeking, internet privacy, multimedia	12.0	12.0	0.0	0.0	0.5
outline of electronics	operating system	field programmable gate array, embedded system, hardware description language, integrated circuit, vhdl	27.0	27.0	0.0	0.0	0.3333333333333333
bicone	antenna	coordinate system, elliptic coordinate system, rayleigh wave, ellipsoidal coordinates, surface wave	12.0	12.0	0.0	0.0	0.5
single connector attachment	operating system	operating system, computer hardware, cable gland, embedded system, adapter	1.0	1.0	1.0	1.0	1.0
link protection	distributed computing, telecommunications, computer network	multiprotocol label switching, ring network, computer network, enhanced interior gateway routing protocol, metro ethernet	33.666666666666664	33.666666666666664	0.0	0.3333333333333333	0.5370370370370371
cranial nerve reflexes	electroencephalography	artificial intelligence, eye movement, electroencephalography, facial expression, speech recognition	3.0	3.0	0.0	1.0	1.0
force platform	simulation	artificial intelligence, robot, simulation, wheelchair, operating system	3.0	3.0	0.0	1.0	1.0
intrinsic optical imaging	optical imaging	voxel, optical imaging, magnetoencephalography, electroencephalography, artificial intelligence	2.0	2.0	0.0	1.0	1.0
multipliers and centralizers	lp space, approximation property, finite rank operator, interpolation space	banach space, finite rank operator, approximation property, operator, lp space	2.75	2.75	0.0	0.75	1.0
page footer	database, world wide web	operating system, computer hardware, world wide web, artificial intelligence, copying	5.0	5.0	0.0	0.5	1.0
image dissector	artificial intelligence, computer vision	computer vision, artificial intelligence, computer hardware, pixel, computer graphics images	1.0	1.0	1.0	1.0	1.0
hand closure	grasp	artificial intelligence, robot, operating system, haptic technology, gesture	176.0	176.0	0.0	0.0	0.05555555555555555
